v8-version,6,8,275,32,-node.12,0
code-creation,Script,10,352008,0x11e1a2c672b2,8, /home/mauricio/projetos/api-pays/node_modules/node-res/index.js:1:1,0x11e1a2c67000,~
code-creation,Script,10,352026,0x11e1a2c67e6a,399, /home/mauricio/projetos/api-pays/node_modules/node-res/index.js:1:11,0x11e1a2c671d0,~
code-creation,Script,10,352312,0x11e1a2c68f42,8, /home/mauricio/projetos/api-pays/node_modules/etag/index.js:1:1,0x11e1a2c68ca8,~
code-creation,Script,10,352328,0x11e1a2c691f2,81, /home/mauricio/projetos/api-pays/node_modules/etag/index.js:1:11,0x11e1a2c68e60,~
tick,0x10419a4,352630,1,0x90fe90,2,0xb5f280,0x39e50fd96c0,0x39e50fd9119,0x39e50fd8f65,0x39e50fd83f7,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c67ea0,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c65fdf,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c645bb,0x3f176c4edd00,0x3f176c4ed63f,0x6d2ca0a3f94,0x6d2ca0a3a09,0x4a1993c77c3,0x4a1993c75be,0x4a1993c736d,0x4a1993c71bb,0x4a1993c630f,0x4a1993c60e6,0x4a1993c58b3,0x4a1993c5c89,0x4a1993c589b,0x4a1993c568b,0x6d2ca0a369b,0x6d2ca0a32cf,0x6d2ca0a2ed6,0x4a1993bbe19,0x4a1993bb8f9,0x39e50fda015,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fcbed9,0x1b8e5ff3e71d,0x1b8e5ff335ed
code-creation,Script,10,352749,0x11e1a2c6a232,8, /home/mauricio/projetos/api-pays/node_modules/content-disposition/index.js:1:1,0x11e1a2c69e90,~
code-creation,Script,10,352764,0x11e1a2c6a872,190, /home/mauricio/projetos/api-pays/node_modules/content-disposition/index.js:1:11,0x11e1a2c6a150,~
code-creation,Script,10,353051,0x11e1a2c6b32a,8, /home/mauricio/projetos/api-pays/node_modules/content-disposition/node_modules/safe-buffer/index.js:1:1,0x11e1a2c6b0c8,~
code-creation,Script,10,353067,0x11e1a2c6b6da,144, /home/mauricio/projetos/api-pays/node_modules/content-disposition/node_modules/safe-buffer/index.js:1:11,0x11e1a2c6b248,~
code-creation,LazyCompile,10,353114,0x11e1a2c6bada,52,copyProps /home/mauricio/projetos/api-pays/node_modules/content-disposition/node_modules/safe-buffer/index.js:6:20,0x11e1a2c6b348,~
code-creation,Script,10,353403,0x11e1a2c6c37a,8, /home/mauricio/projetos/api-pays/node_modules/vary/index.js:1:1,0x11e1a2c6c110,~
code-creation,Script,10,353416,0x11e1a2c6c58a,50, /home/mauricio/projetos/api-pays/node_modules/vary/index.js:1:11,0x11e1a2c6c298,~
tick,0x10698f6,353688,1,0x90fe90,2,0xb5f280,0x39e50fd96c0,0x39e50fd9119,0x39e50fd8f65,0x39e50fd83f7,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c67eb4,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c65fdf,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c645bb,0x3f176c4edd00,0x3f176c4ed63f,0x6d2ca0a3f94,0x6d2ca0a3a09,0x4a1993c77c3,0x4a1993c75be,0x4a1993c736d,0x4a1993c71bb,0x4a1993c630f,0x4a1993c60e6,0x4a1993c58b3,0x4a1993c5c89,0x4a1993c589b,0x4a1993c568b,0x6d2ca0a369b,0x6d2ca0a32cf,0x6d2ca0a2ed6,0x4a1993bbe19,0x4a1993bb8f9,0x39e50fda015,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fcbed9,0x1b8e5ff3e71d,0x1b8e5ff335ed
code-creation,Script,10,354259,0x11e1a2c6da12,8, /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/send/index.js:1:1,0x11e1a2c6d578,~
code-creation,Script,10,354286,0x11e1a2c6f1c2,992, /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/send/index.js:1:11,0x11e1a2c6d930,~
tick,0x7ffd8f73f70e,354746,1,0x90fe90,3,0xb5f280,0x39e50fd96c0,0x39e50fd9119,0x39e50fd8f65,0x39e50fd83f7,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c6f226,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c67eb4,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c65fdf,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c645bb,0x3f176c4edd00,0x3f176c4ed63f,0x6d2ca0a3f94,0x6d2ca0a3a09,0x4a1993c77c3,0x4a1993c75be,0x4a1993c736d,0x4a1993c71bb,0x4a1993c630f,0x4a1993c60e6,0x4a1993c58b3,0x4a1993c5c89,0x4a1993c589b,0x4a1993c568b,0x6d2ca0a369b,0x6d2ca0a32cf,0x6d2ca0a2ed6,0x4a1993bbe19,0x4a1993bb8f9,0x39e50fda015,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fcbed9,0x1b8e5ff3e71d,0x1b8e5ff335ed
code-creation,Script,10,354778,0x11e1a2c70b02,8, /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/http-errors/index.js:1:1,0x11e1a2c70830,~
code-creation,Script,10,354798,0x11e1a2c71122,152, /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/http-errors/index.js:1:11,0x11e1a2c70a20,~
code-creation,Script,10,355335,0x11e1a2c7225a,8, /home/mauricio/projetos/api-pays/node_modules/depd/index.js:1:1,0x11e1a2c71e40,~
code-creation,Script,10,355355,0x11e1a2c72d22,234, /home/mauricio/projetos/api-pays/node_modules/depd/index.js:1:11,0x11e1a2c72178,~
code-creation,Script,10,355633,0x11e1a2c735da,8, /home/mauricio/projetos/api-pays/node_modules/depd/lib/compat/index.js:1:1,0x11e1a2c73370,~
code-creation,Script,10,355653,0x11e1a2c7393a,86, /home/mauricio/projetos/api-pays/node_modules/depd/lib/compat/index.js:1:11,0x11e1a2c734f8,~
code-creation,LazyCompile,10,355706,0x11e1a2c73d52,61,lazyProperty /home/mauricio/projetos/api-pays/node_modules/depd/lib/compat/index.js:53:23,0x11e1a2c735f8,~
code-creation,LazyCompile,10,355781,0x11e1a2c7404a,48,get /home/mauricio/projetos/api-pays/node_modules/depd/lib/compat/index.js:54:16,0x11e1a2c73bf8,~
code-creation,LazyCompile,10,355848,0x11e1a2c7433a,139,callSiteToString /home/mauricio/projetos/api-pays/node_modules/depd/lib/compat/index.js:21:76,0x11e1a2c73730,~
code-creation,LazyCompile,10,355902,0x11e1a2c7462a,4,prepareObjectStackTrace /home/mauricio/projetos/api-pays/node_modules/depd/lib/compat/index.js:26:36,0x11e1a2c741e8,~
code-creation,LazyCompile,10,356000,0x11e1a2c747ca,24,eventListenerCount /home/mauricio/projetos/api-pays/node_modules/depd/lib/compat/index.js:45:80,0x11e1a2c73800,~
code-creation,LazyCompile,10,356085,0x11e1a2c74b7a,179,depd /home/mauricio/projetos/api-pays/node_modules/depd/index.js:105:15,0x11e1a2c72498,~
code-creation,LazyCompile,10,356127,0x11e1a2c74f32,131,getStack /home/mauricio/projetos/api-pays/node_modules/depd/index.js:365:19,0x11e1a2c728a8,~
code-creation,LazyCompile,10,356169,0x11e1a2c7520a,4,prepareObjectStackTrace /home/mauricio/projetos/api-pays/node_modules/depd/index.js:389:34,0x11e1a2c72910,~
code-creation,LazyCompile,10,356219,0x11e1a2c75422,140,callSiteLocation /home/mauricio/projetos/api-pays/node_modules/depd/index.js:251:27,0x11e1a2c726a0,~
code-creation,LazyCompile,10,356278,0x11e1a2c7581a,45,isignored /home/mauricio/projetos/api-pays/node_modules/depd/index.js:135:20,0x11e1a2c72568,~
code-creation,LazyCompile,10,356345,0x11e1a2c75a82,104,containsNamespace /home/mauricio/projetos/api-pays/node_modules/depd/index.js:31:28,0x11e1a2c72278,~
code-creation,RegExp,4,356409,0x32ce62923600,818,[ \x2C]+
code-creation,LazyCompile,10,356462,0x11e1a2c75e6a,45,istraced /home/mauricio/projetos/api-pays/node_modules/depd/index.js:152:19,0x11e1a2c725d0,~
tick,0x108fce3,356502,0,0x7ffd8f6d3a2f,2,0x1113c60,0x11e1a2c7404f,0x11e1a2c72dc1,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c71156,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c6f226,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c67eb4,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c65fdf,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c645bb,0x3f176c4edd00,0x3f176c4ed63f,0x6d2ca0a3f94,0x6d2ca0a3a09,0x4a1993c77c3,0x4a1993c75be,0x4a1993c736d,0x4a1993c71bb,0x4a1993c630f,0x4a1993c60e6,0x4a1993c58b3,0x4a1993c5c89,0x4a1993c589b,0x4a1993c568b,0x6d2ca0a369b,0x6d2ca0a32cf,0x6d2ca0a2ed6,0x4a1993bbe19,0x4a1993bb8f9,0x39e50fda015,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fcbed9,0x1b8e5ff3e71d,0x1b8e5ff335ed
code-creation,Script,10,356802,0x11e1a2c7689a,8, /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/setprototypeof/index.js:1:1,0x11e1a2c76658,~
code-creation,Script,10,356818,0x11e1a2c76a42,64, /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/setprototypeof/index.js:1:11,0x11e1a2c767b8,~
tick,0xfdef66,356884,0,0x2cc5612390c1,0,0x39e50fce04a,0x39e50fcc88c,0x39e50fcc292,0x39e50fdb165,0x39e50fdae99,0x11e1a2c71174,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c6f226,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c67eb4,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c65fdf,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c645bb,0x3f176c4edd00,0x3f176c4ed63f,0x6d2ca0a3f94,0x6d2ca0a3a09,0x4a1993c77c3,0x4a1993c75be,0x4a1993c736d,0x4a1993c71bb,0x4a1993c630f,0x4a1993c60e6,0x4a1993c58b3,0x4a1993c5c89,0x4a1993c589b,0x4a1993c568b,0x6d2ca0a369b,0x6d2ca0a32cf,0x6d2ca0a2ed6,0x4a1993bbe19,0x4a1993bb8f9,0x39e50fda015,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fcbed9,0x1b8e5ff3e71d,0x1b8e5ff335ed
code-creation,Script,10,357099,0x11e1a2c77452,8, /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/http-errors/node_modules/statuses/index.js:1:1,0x11e1a2c77200,~
code-creation,Script,10,357116,0x11e1a2c777ba,108, /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/http-errors/node_modules/statuses/index.js:1:11,0x11e1a2c77370,~
code-creation,LazyCompile,10,357278,0x11e1a2c77d22,60,populateStatusesMap /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/http-errors/node_modules/statuses/index.js:60:30,0x11e1a2c77470,~
code-creation,LazyCompile,10,357332,0x11e1a2c78662,82,forEachCode /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/http-errors/node_modules/statuses/index.js:63:51,0x11e1a2c77c10,~
code-creation,Builtin,3,357375,0x32ce62923980,640,NumberConstructor
code-creation,Builtin,3,357380,0x32ce62923980,640,NumberConstructor
code-creation,Script,10,357719,0x11e1a2c79b82,8, /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/inherits/inherits.js:1:1,0x11e1a2c79900,~
code-creation,Script,10,357733,0x11e1a2c79c6a,64, /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/inherits/inherits.js:1:11,0x11e1a2c79aa0,~
code-creation,LazyCompile,10,357777,0x11e1a2c79f62,24,createHttpErrorConstructor /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/http-errors/index.js:116:37,0x11e1a2c70bf0,~
code-creation,LazyCompile,10,357849,0x11e1a2c7a61a,73,populateConstructorExports /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/http-errors/index.js:225:37,0x11e1a2c70e60,~
code-creation,LazyCompile,10,357896,0x11e1a2c7a832,134,forEachCode /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/http-errors/index.js:226:38,0x11e1a2c7a4f8,~
code-creation,LazyCompile,10,357944,0x11e1a2c7ab42,77,toIdentifier /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/http-errors/index.js:256:23,0x11e1a2c70f30,~
tick,0xe9b3b1,357957,0,0x7ffd8f6d41f0,3,0x1113c60,0x11e1a2c7a846,0x32ce6270ee57,0x11e1a2c7a634,0x11e1a2c711b3,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c6f226,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c67eb4,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c65fdf,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c645bb,0x3f176c4edd00,0x3f176c4ed63f,0x6d2ca0a3f94,0x6d2ca0a3a09,0x4a1993c77c3,0x4a1993c75be,0x4a1993c736d,0x4a1993c71bb,0x4a1993c630f,0x4a1993c60e6,0x4a1993c58b3,0x4a1993c5c89,0x4a1993c589b,0x4a1993c568b,0x6d2ca0a369b,0x6d2ca0a32cf,0x6d2ca0a2ed6,0x4a1993bbe19,0x4a1993bb8f9,0x39e50fda015,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fcbed9,0x1b8e5ff3e71d,0x1b8e5ff335ed
code-creation,LazyCompile,10,357984,0x11e1a2c7ad92,53, /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/http-errors/index.js:257:38,0x11e1a2c7aa18,~
code-creation,RegExp,4,358044,0x32ce62923c40,681,[^ _0-9a-z]
code-creation,LazyCompile,10,358075,0x11e1a2c7b0fa,45,codeClass /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/http-errors/index.js:36:20,0x11e1a2c70b20,~
code-creation,LazyCompile,10,358225,0x11e1a2c7b91a,111,createClientErrorConstructor /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/http-errors/index.js:131:39,0x11e1a2c70cc0,~
code-creation,RegExp,4,358270,0x32ce62923f40,695,Error$
code-creation,LazyCompile,10,358703,0x11e1a2c7d0b2,111,createServerErrorConstructor /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/http-errors/index.js:178:39,0x11e1a2c70d90,~
code-creation,LazyCompile,10,358930,0x11e1a2c7ddb2,217,wrapfunction /home/mauricio/projetos/api-pays/node_modules/depd/index.js:397:23,0x11e1a2c72978,~
code-creation,Handler,1,358964,0x32ce62924240,223,UnknownBytecodeHadler
code-creation,BytecodeHandler,1,358970,0x32ce62924240,223,LdaLookupContextSlot
tick,0x10472cd,359012,1,0xacadc0,2,0xf40450,0x11e1a2c7dded,0x11e1a2c7a657,0x11e1a2c711b3,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c6f226,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c67eb4,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c65fdf,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c645bb,0x3f176c4edd00,0x3f176c4ed63f,0x6d2ca0a3f94,0x6d2ca0a3a09,0x4a1993c77c3,0x4a1993c75be,0x4a1993c736d,0x4a1993c71bb,0x4a1993c630f,0x4a1993c60e6,0x4a1993c58b3,0x4a1993c5c89,0x4a1993c589b,0x4a1993c568b,0x6d2ca0a369b,0x6d2ca0a32cf,0x6d2ca0a2ed6,0x4a1993bbe19,0x4a1993bb8f9,0x39e50fda015,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fcbed9,0x1b8e5ff3e71d,0x1b8e5ff335ed
code-creation,LazyCompile,10,359055,0x11e1a2c7e1ca,150,ClientError /home/mauricio/projetos/api-pays/node_modules/node-res/node_modules/http-errors/index.js:134:24,0x11e1a2c7b7d8,~
code-creation,LazyCompile,10,359094,0x11e1a2c7e4ea,58,createArgumentsString /home/mauricio/projetos/api-pays/node_modules/depd/index.js:73:32,0x11e1a2c723c8,~
code-creation,Handler,1,359176,0x32ce62924360,2924,UnknownBytecodeHadler
code-creation,BytecodeHandler,1,359184,0x32ce62924360,2924,LdaLookupGlobalSlot
code-creation,Eval,10,359235,0x11e1a2c7e9c2,8, :1:1,0x11e1a2c7e790,~
code-creation,Eval,10,359242,0x11e1a2c7ea72,50, :1:11,0x11e1a2c7e8e0,~
code-creation,Script,10,359543,0x11e1a2c7f502,8, /home/mauricio/projetos/api-pays/node_modules/debug/src/index.js:1:1,0x11e1a2c7f2d0,~
code-creation,Script,10,359555,0x11e1a2c7f5da,54, /home/mauricio/projetos/api-pays/node_modules/debug/src/index.js:1:11,0x11e1a2c7f420,~
code-creation,Script,10,359880,0x11e1a2c7fca2,8, /home/mauricio/projetos/api-pays/node_modules/debug/src/node.js:1:1,0x11e1a2c7f9d8,~
code-creation,Script,10,359902,0x6d2ca0ed10a,457, /home/mauricio/projetos/api-pays/node_modules/debug/src/node.js:1:11,0x11e1a2c7fbc0,~
tick,0x106ff89,360074,1,0x90fe90,2,0xb5f280,0x39e50fd96c0,0x39e50fd9119,0x39e50fd8f65,0x39e50fd83f7,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x6d2ca0ed166,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c7f606,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c6f230,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c67eb4,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c65fdf,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c645bb,0x3f176c4edd00,0x3f176c4ed63f,0x6d2ca0a3f94,0x6d2ca0a3a09,0x4a1993c77c3,0x4a1993c75be,0x4a1993c736d,0x4a1993c71bb,0x4a1993c630f,0x4a1993c60e6,0x4a1993c58b3,0x4a1993c5c89,0x4a1993c589b,0x4a1993c568b,0x6d2ca0a369b,0x6d2ca0a32cf,0x6d2ca0a2ed6,0x4a1993bbe19,0x4a1993bb8f9,0x39e50fda015,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fcbed9,0x1b8e5ff3e71d,0x1b8e5ff335ed
code-creation,Script,10,360186,0x6d2ca0edb8a,8, /home/mauricio/projetos/api-pays/node_modules/debug/src/debug.js:1:1,0x6d2ca0ed900,~
code-creation,Script,10,360203,0x6d2ca0ee022,155, /home/mauricio/projetos/api-pays/node_modules/debug/src/debug.js:1:11,0x6d2ca0edaa8,~
code-creation,Script,10,360486,0x6d2ca0eeb52,8, /home/mauricio/projetos/api-pays/node_modules/debug/node_modules/ms/index.js:1:1,0x6d2ca0ee890,~
code-creation,Script,10,360500,0x6d2ca0eee5a,78, /home/mauricio/projetos/api-pays/node_modules/debug/node_modules/ms/index.js:1:11,0x6d2ca0eea70,~
code-creation,LazyCompile,10,360651,0x6d2ca0ef262,19, /home/mauricio/projetos/api-pays/node_modules/debug/src/node.js:34:64,0x11e1a2c7ff98,~
code-creation,LazyCompile,10,360706,0x6d2ca0ef4c2,17,load /home/mauricio/projetos/api-pays/node_modules/debug/src/node.js:156:14,0x11e1a2c7fe60,~
code-creation,LazyCompile,10,360771,0x6d2ca0ef732,271,enable /home/mauricio/projetos/api-pays/node_modules/debug/src/debug.js:138:16,0x6d2ca0edd48,~
code-creation,LazyCompile,10,360799,0x6d2ca0efb8a,42,save /home/mauricio/projetos/api-pays/node_modules/debug/src/node.js:139:14,0x11e1a2c7fdf8,~
code-creation,LazyCompile,10,360850,0x6d2ca0efe92,127,createDebug /home/mauricio/projetos/api-pays/node_modules/debug/src/debug.js:63:21,0x6d2ca0edc10,~
code-creation,LazyCompile,10,360899,0x6d2ca0f019a,139,enabled /home/mauricio/projetos/api-pays/node_modules/debug/src/debug.js:176:17,0x6d2ca0ede18,~
code-creation,LazyCompile,10,360932,0x6d2ca0f046a,64,useColors /home/mauricio/projetos/api-pays/node_modules/debug/src/node.js:75:19,0x11e1a2c7fcc0,~
code-creation,LazyCompile,10,360975,0x6d2ca0f06c2,126,selectColor /home/mauricio/projetos/api-pays/node_modules/debug/src/debug.js:44:21,0x6d2ca0edba8,~
code-creation,LazyCompile,10,361029,0x6d2ca0f09e2,93,init /home/mauricio/projetos/api-pays/node_modules/debug/src/node.js:235:15,0x11e1a2c7ff30,~
tick,0x7fa891a62f9f,361130,1,0x91e3d0,6,0xb5f280,0x39e50fdd1a6,0x39e50fdcdb7,0x39e50fce1a5,0x39e50fcc88c,0x39e50fcc292,0x39e50fdb165,0x39e50fdae99,0x11e1a2c6f244,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c67eb4,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c65fdf,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c645bb,0x3f176c4edd00,0x3f176c4ed63f,0x6d2ca0a3f94,0x6d2ca0a3a09,0x4a1993c77c3,0x4a1993c75be,0x4a1993c736d,0x4a1993c71bb,0x4a1993c630f,0x4a1993c60e6,0x4a1993c58b3,0x4a1993c5c89,0x4a1993c589b,0x4a1993c568b,0x6d2ca0a369b,0x6d2ca0a32cf,0x6d2ca0a2ed6,0x4a1993bbe19,0x4a1993bb8f9,0x39e50fda015,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fcbed9,0x1b8e5ff3e71d,0x1b8e5ff335ed
code-creation,Script,10,361390,0x6d2ca0f1752,8, /home/mauricio/projetos/api-pays/node_modules/destroy/index.js:1:1,0x6d2ca0f14d8,~
code-creation,Script,10,361404,0x6d2ca0f196a,58, /home/mauricio/projetos/api-pays/node_modules/destroy/index.js:1:11,0x6d2ca0f1670,~
code-creation,Script,10,361606,0x6d2ca0f23e2,8, /home/mauricio/projetos/api-pays/node_modules/encodeurl/index.js:1:1,0x6d2ca0f2178,~
code-creation,Script,10,361619,0x6d2ca0f2522,36, /home/mauricio/projetos/api-pays/node_modules/encodeurl/index.js:1:11,0x6d2ca0f2300,~
code-creation,Script,10,361827,0x6d2ca0f2da2,8, /home/mauricio/projetos/api-pays/node_modules/escape-html/index.js:1:1,0x6d2ca0f2b58,~
code-creation,Script,10,361840,0x6d2ca0f2ec2,26, /home/mauricio/projetos/api-pays/node_modules/escape-html/index.js:1:11,0x6d2ca0f2cc0,~
tick,0x1070be9,362199,1,0x90fe90,2,0xb5f280,0x39e50fd96c0,0x39e50fd9119,0x39e50fd8f65,0x39e50fd83f7,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c6f294,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c67eb4,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c65fdf,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fdb165,0x39e50fdae99,0x11e1a2c645bb,0x3f176c4edd00,0x3f176c4ed63f,0x6d2ca0a3f94,0x6d2ca0a3a09,0x4a1993c77c3,0x4a1993c75be,0x4a1993c736d,0x4a1993c71bb,0x4a1993c630f,0x4a1993c60e6,0x4a1993c58b3,0x4a1993c5c89,0x4a1993c589b,0x4a1993c568b,0x6d2ca0a369b,0x6d2ca0a32cf,0x6d2ca0a2ed6,0x4a1993bbe19,0x4a1993bb8f9,0x39e50fda015,0x39e50fd850a,0x39e50fd359d,0x39e50fd22c5,0x39e50fd1e37,0x39e50fcc332,0x39e50fcbed9,0x1b8e5ff3e71d,0x1b8e5ff335ed
